"painted by","",""
"architect","architect",""
"","",""
"series","notable",""
"Religion","",""
"","",""
"","",""
"national team","",""
"nearest city","",""
"","",""
"official language","area",""
"","",""
"","",""
"company","",""
"","",""
"","",""
"cinematographer","",""
"trainer","",""
"operating system","",""
"","",""
"work","composer",""
"","",""
"drafted","places",""
"highschool","",""
"owns","",""
"trained","",""
"institution","institution",""
"","",""
"","",""
"county seat","",""
"game platform","",""
"created by","",""
"prime minister","",""
"","",""
"national team","",""
"","",""
"","",""
"","",""
"","",""
"series","",""
"","",""
"","",""
"","",""
"","",""
"work","work",""
"","",""
"families","families",""
"places","tomb",""
"","",""
"","",""
"colour","",""
"spouse","directed",""
"","",""
"mountains","",""
"genre","",""
"wine region","",""
"president","",""
"","",""
"party","party",""
"","",""
"citizens","death",""
"grandsire","",""
"languages","",""
"","",""
"associate","",""
"","",""
"academic discipline","academic discipline",""
"led","",""
"architecture","",""
"end","starting",""
"written by","",""
"in","",""
"","",""
"school","",""
"","",""
"","",""
"","",""
"","",""
"distributed by","",""
"","",""
"OS","",""
"national team","",""
"","",""
"","",""
"area","licensee",""
"","",""
"country","",""
"","",""
"official language","official language",""
"stylistic origins","",""
"album","",""
"","",""
"","",""
"directed","",""
"home town","music",""
"","",""
"awards","",""
"used","origin",""
"","",""
"","",""
"music","composers",""
"timezone","",""
"","",""
"leader","leader",""
"operating system","",""
"","",""
"","",""
"","",""
"","",""
"members","band",""
"relative","species",""
"draft team","",""
"","",""
"education","",""
"coach","",""
"","",""
"","",""
"died in","employment",""
"destination","",""
"","",""
"subsequent work","opening theme",""
"","",""
"war","war",""
"","",""
"divisions","",""
"","",""
"","",""
"narrator","",""
"programming language","",""
"company","producer",""
"narrator","",""
"operator","operator",""
"trainer","",""
"in","ingredient",""
"","",""
"former team","former team",""
"place mouth","source place",""
"","",""
"","",""
"","",""
"trainer","",""
"distribute","",""
"spouse","artist music",""
"successor","minister prime",""
"band","",""
"Ship builder","",""
"coached","",""
"band member","",""
"cover","",""
"","",""
"doctoral student","",""
"died in","",""
"team","team",""
"died in","Producer",""
"capital","country",""
"played for","teams",""
"","",""
"","",""
"academic discipline","",""
"school","highschool",""
"associated musical","associated musical",""
"architectural style","religion",""
"wine region","wine region",""
"","",""
"license","",""
"","",""
"origin","",""
"opponent","",""
"","",""
"right tributary","",""
"college","debut team",""
"maintains","capital",""
"military branch","military branch",""
"places","",""
"commanders","",""
"death cause","",""
"created by","series",""
"hometown","",""
"leader","was founded by",""
"mayor","",""
"","",""
"","",""
"","",""
"coach","",""
"","",""
"","",""
"operating system","developed",""
"notable work","notable work",""
"","",""
"","",""
"","",""
"","",""
"place","commander",""
"died in","editor",""
"","",""
"language","",""
"artist","",""
"","",""
"discipline","discipline",""
"","",""
"citizens","citizens",""
"","",""
"associate","predecessor",""
"operating system","producer",""
"","",""
"","",""
"distributed","",""
"","",""
"president","sport",""
"","",""
"relative","faith",""
"county","",""
"garrison","",""
"voice","voice",""
"","",""
"launch site","",""
"published","",""
"","",""
"CPU","predecessor",""
"","",""
"","",""
"","",""
"","",""
"editor","awards",""
"leader","leader",""
"","",""
"faith","",""
"","",""
"founded by","",""
"","",""
"club","club",""
"editor","",""
"river","",""
"invent","",""
"","",""
"","",""
"military branch","vice president",""
"","",""
"national team","",""
"","",""
"","",""
"parent company","",""
"","",""
"made by","made by",""
"leader","",""
"prime minister","",""
"","",""
"","",""
"guests","",""
"county","county seat",""
"currency","",""
"","",""
"","",""
"orde","division",""
"ceremonial County","local authority",""
"","",""
"","",""
"interest","",""
"","",""
"","",""
"part","",""
"","",""
"","",""
"discovered body","",""
"manage club","",""
"","",""
"related","",""
"","",""
"","",""
"manufactured","manufactured",""
"owner","owner",""
"","",""
"","",""
"author","",""
"","",""
"destination","largest",""
"","",""
"phylum","",""
"","",""
"","",""
"","",""
"edited by","",""
"","",""
"instrument","home town",""
"","",""
"hubs","",""
"location city","",""
"","",""
"cover artist","",""
"publisher","",""
"work","",""
"","",""
"known for","known for",""
"language","",""
"starting","owners",""
"tributary","mouth",""
"","",""
"river","",""
"academic advisor","",""
"","",""
"subsidiary","",""
"","",""
"previous work","home town",""
"command structure","command structure",""
"main interests","",""
"other party","",""
"","",""
"","",""
"created by","created by",""
"license","product",""
"died in","fields",""
"","",""
"produce","",""
"member","",""
"","",""
"","",""
"Music","",""
"","",""
"","",""
"mountain range","",""
"resting place","",""
"associated musical artist","",""
"government","",""
"genre","",""
"graduates","awards",""
"architect","architect",""
"","",""
"border","in",""
"","",""
"origin","",""
"musical","",""
"managed","home stadium",""
"","",""
"monarch","",""
"","",""
"commander","",""
"venerated in","",""
"","",""
"","",""
"league","teams",""
"","",""
"","",""
"","",""
"nearest city","",""
"political party","",""
"","",""
"awards","awards",""
"significant building","significant building",""
"regions","",""
"records","composed",""
"directed","",""
"stadium","",""
"successor","network",""
"","",""
"designed","",""
"label","associates",""
"partner","partner",""
"band member","",""
"vice president","",""
"singer","",""
"","",""
"flagbearer","",""
"","",""
"broadcast area","",""
"","",""
"","",""
"arena","",""
"employes","",""
"associate","founder of",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"nationality","",""
"","",""
"launched","manufactured",""
"distributing label","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"phylum","",""
"","",""
"trainer","",""
"","",""
"manufactured by","",""
"own","",""
"","",""
"","",""
"star","children",""
"services","services",""
"country","",""
"","",""
"field","field",""
"born in","known for",""
"","",""
"operating system","",""
"developer","executive producer",""
"first driver","",""
"","",""
"musician","home town",""
"","",""
"","",""
"","",""
"","",""
"","",""
"produced","series",""
"company","",""
"","",""
"sister station","broadcast",""
"","",""
"local authority","",""
"label","",""
"","",""
"","",""
"","",""
"industry","",""
"music genre","writer",""
"in","mountains",""
"ingredient","ingredient",""
"","",""
"","",""
"opens","opens",""
"debuted","team",""
"profession","",""
"Network","",""
"illustration by","",""
"","",""
"ethnicity","ethnicity",""
"military.","religion",""
"","",""
"","",""
"","",""
"editor","director",""
"","",""
"","",""
"campus","campus",""
"","",""
"","",""
"military branch","",""
"","",""
"died in","founder",""
"musical","",""
"actor","spouse",""
"","",""
"team","",""
"state","",""
"executive producer","series",""
"","",""
"","",""
"child","",""
"published","genre",""
"predecessor","",""
"","",""
"played for","",""
"","",""
"artist","",""
"ingredient","countries",""
"","",""
"source","",""
"","",""
"race","",""
"location","",""
"trained","",""
"founded","",""
"","",""
"","",""
"developer","actor",""
"","",""
"Museum","artist",""
"","",""
"largest city","",""
"","",""
"Nation","",""
"canonized by","places",""
"","",""
"composed","",""
"","",""
"award","award",""
"members","members",""
"School","relative",""
"cinematographed","",""
"military unit","",""
"license","",""
"builder","",""
"","",""
"ingredient","",""
"","",""
"religion","",""
"","",""
"discovered","",""
"","",""
"","",""
"mountain","mountain range",""
"alma mater","alma mater",""
"national team","",""
"venerated in","venerated in",""
"","",""
"order","",""
"","",""
"alma mater","",""
"","",""
"division","domain",""
"","",""
"","",""
"mountain range","is located in",""
"","",""
"engine","",""
"relative","religion",""
"distributor","",""
"create","",""
"launch site","launch site",""
"leader","",""
"","",""
"programming language","operating system",""
"","",""
"","",""
"","",""
"written by","starring",""
"fields","fields",""
"sister station","city",""
"","",""
"","",""
"","",""
"of","",""
"","",""
"board","board",""
"international","religion",""
"route start","",""
"","",""
"district","county seat",""
"","",""
"borough","district",""
"founder of","awards",""
"","",""
"city","",""
"","",""
"tenants","",""
"married to","married to",""
"","",""
"board","owns",""
"","",""
"","",""
"debuted","",""
"route end","county",""
"","",""
"","",""
"","",""
"","",""
"wine region","origin",""
"appointer","",""
"serving railway","serving railway",""
"","",""
"largest city","",""
"published","product",""
"political party","",""
"places","tomb",""
"state","state",""
"","",""
"League","stadium",""
"composer","composer",""
"","",""
"","",""
"developed by","",""
"chairman","chairman",""
"languages.","language",""
"","",""
"","",""
"owning company","network",""
"","",""
"origin","",""
"Museum","",""
"","",""
"river mouth","",""
"portrayed","series",""
"family","",""
"","",""
"characters","characters",""
"","",""
"","",""
"trained","",""
"known for","academic advisor",""
"mountain range","",""
"Kingdom","species",""
"","",""
"marry","",""
"","",""
"former band member","",""
"distributed by","",""
"Party","birth city",""
"works at","",""
"regions served","",""
"in","mountain range",""
"","",""
"","",""
"distributing label","",""
"count","former team",""
"flows","cities",""
"","",""
"occupation","occupation",""
"are","",""
"significant building","",""
"lyrics","",""
"","",""
"largest city","largest city",""
"","",""
"ground","",""
"","",""
"teams","",""
"","",""
"","",""
"museum","",""
"","",""
"","",""
"editor","",""
"","",""
"official language","",""
"outflow","",""
"","",""
"","",""
"","",""
"","",""
"border","",""
"hometown","hometown",""
"","",""
"main interest","",""
"","",""
"predecessor","has son",""
"buried in","authors",""
"","",""
"flagbearer","",""
"composed by","composed by",""
"","",""
"","",""
"career","",""
"cross","maintainer",""
"prime minister","",""
"at","",""
"","",""
"battles","battles",""
"distributor","",""
"doctoral student","",""
"founded","label",""
"appointed","",""
"owned","tenants",""
"","",""
"left","state",""
"","",""
"served","founded",""
"channel","",""
"","",""
"","",""
"","",""
"","",""
"played for","",""
"language","",""
"","",""
"part","",""
"trained","",""
"launch site","ground",""
"","",""
"in","",""
"built","",""
"automobile platform","parent company",""
"husband","",""
"athletic","",""
"board","board",""
"language","",""
"","",""
"","",""
"","",""
"platforms","",""
"","",""
"developer","successor",""
"","",""
"commander","",""
"","",""
"","",""
"","",""
"cinematographed","",""
"prize awarded","",""
"religion","",""
"","",""
"created by","",""
"engine","",""
"cpu","cpu",""
"","",""
"character","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"launched","",""
"","",""
"executive producer","",""
"founder of","awards",""
"river","",""
"chaired","",""
"","",""
"","",""
"war","",""
"Pole driver","",""
"style of architecture","",""
"characters","",""
"","",""
"superintendent","",""
"","",""
"league","",""
"governing body","founded",""
"","",""
"","",""
"","",""
"","",""
"","",""
"city","",""
"origin","",""
"","",""
"managers","",""
"","",""
"developed","",""
"route start","birth place",""
"","",""
"","",""
"","",""
"Label","",""
"","",""
"","",""
"born in","editor",""
"","",""
"","",""
"","",""
"producer","company",""
"","",""
"ethnicity","ethnicity",""
"subsequent work","producer",""
"","",""
"","",""
"","",""
"mayor","",""
"incumbent","",""
"","",""
"order","",""
"monarch","leader",""
"","",""
"","",""
"","",""
"mouth place","",""
"","",""
"opponent","",""
"affiliation","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"band","members",""
"","",""
"party","",""
"distributor","regions",""
"","",""
"school","school",""
"","",""
"","",""
"commander","place",""
"designer","designer",""
"","",""
"family","order (taxonomy)",""
"awards","awards",""
"","",""
"awards","",""
"","",""
"","",""
"currency","currency",""
"","",""
"records","music",""
"trainer","",""
"combatant","combatant",""
"produced","",""
"","",""
"","",""
"home town","death location",""
"designed by","designed",""
"born","hometown",""
"","",""
"type","",""
"signs","labels",""
"married","editor",""
"company parent","shareholder",""
"","",""
"successor","died",""
"largest city","archipelago",""
"","",""
"governor","appointed",""
"","",""
"Who","produced",""
"nationality","",""
"governor","appointed",""
"anthem","currency",""
"star","producer",""
"mayor","",""
"","",""
"successor","married",""
"district","",""
"owned","company",""
"ending","holds stock",""
"narrator","born",""
"composer","company",""
"successor","Where",""
"sports","",""
"league","teams",""
"deputies","deputies",""
"executive producer","producer",""
"successor","appointed",""
"","",""
"die","",""
"","",""
"","",""
"hometown","birthplace",""
"","",""
"actor","alma mater",""
"","",""
"","",""
"predecessor","deputy",""
"alma mater","sport",""
"archipelago","",""
"profession","profession",""
"","",""
"","",""
"","",""
"race","state of origin",""
"subsequent work","artist",""
"network","",""
"stars","place birth",""
"producer","writer",""
"race","race",""
"distributed by","music composer",""
"","",""
"artist","artist",""
"producer","",""
"","",""
"in","religion",""
"","",""
"developed by","distributor",""
"","",""
"","",""
"","",""
"","",""
"director","",""
"director","music composer",""
"League","home stadium",""
"river","country",""
"","",""
"associated","Composer",""
"work","owner",""
"","",""
"","",""
"","",""
"known for","university attended",""
"","",""
"Team Name","",""
"ground","youth clubs",""
"license","",""
"developed by","",""
"burial place","birth place",""
"","",""
"nationality","",""
"","",""
"","",""
"content license","profession",""
"","",""
"college","alma mater",""
"","",""
"lieutenant","president",""
"","",""
"successor","",""
"","",""
"outflow","outflow",""
"","",""
"college","President",""
"","",""
"employed","",""
"coach","",""
"authors","non-fiction",""
"","",""
"programming language","licence",""
"","",""
"","",""
"","",""
"","",""
"deputy","",""
"broadcast area","broadcast area",""
"operating system","employer",""
"","",""
"","",""
"League","mascot",""
"","",""
"","",""
"known for","",""
"","",""
"","",""
"","",""
"party","party",""
"spouse","",""
"league","country",""
"","",""
"","",""
"wrote","associated",""
"bred","race",""
"owner","owner",""
"","",""
"","",""
"","",""
"","",""
"","",""
"alma mater","alma mater",""
"designed","layout",""
"used","origin",""
"race","race",""
"education","",""
"","",""
"","",""
"alma mater","mascot",""
"trained","awards",""
"broadcast area","nationality",""
"director","known for",""
"","",""
"cover artist","",""
"league","",""
"university","",""
"office","",""
"coach","city's",""
"","",""
"","",""
"","",""
"distributed by","stars",""
"nearest city","death",""
"","",""
"nearest city","nearest city",""
"political party","",""
"married to","",""
"","",""
"garrison","war",""
"","",""
"governor","lieutenant",""
"animator","cinematographer",""
"presenter","",""
"","",""
"type","",""
"","",""
"President","",""
"music composer","directed",""
"founded","religion",""
"author","alma mater",""
"","",""
"platform","developer",""
"","",""
"major shrine","canonized by",""
"","",""
"","",""
"","",""
"married to","mayor",""
"","",""
"","",""
"","",""
"edited by","portrayer",""
"successor","",""
"origin","",""
"flow","",""
"race","awards",""
"academic advisor","supervisor",""
"","",""
"leader","party",""
"author","",""
"province","leader name",""
"alma mater","",""
"producer","associated band",""
"led","governing body",""
"home town","genre",""
"part","aircraft system anti","city"
"","",""
"Magazine","author",""
"","",""
"","",""
"writer","genre",""
"author","",""
"","",""
"headquarter","companies",""
"editor","",""
"parent","place death",""
"actor","married to",""
"distributed by","directed",""
"result","",""
"","",""
"writer","political party",""
"","",""
"","",""
"","",""
"","",""
"college","",""
"","",""
"state","born in",""
"","",""
"editor","",""
"sire","awards",""
"author","published",""
"","",""
"owns","sport",""
"","",""
"","",""
"race","",""
"","",""
"known for","",""
"Pole driver","",""
"team","",""
"","",""
"maintained by","shareholders",""
"creator","musical",""
"university","",""
"border","state",""
"","",""
"major shrine","major shrine",""
"denomination","",""
"","",""
"executive producer","composed",""
"network","network",""
"developer","",""
"","",""
"","",""
"publishes","genre",""
"athletic","mascot",""
"","",""
"chancellor","",""
"","",""
"deputy","predecessor",""
"is owned by","",""
"","",""
"President","President",""
"distributed by","produced",""
"","",""
"","",""
"","",""
"daughter","director",""
"","",""
"lieutenant","",""
"","",""
"nationality","",""
"","",""
"","",""
"company","company",""
"mascot","",""
"trainer","birth city",""
"","",""
"","",""
"school","",""
"","",""
"builder","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"designer","",""
"predecessor","partner",""
"distributed by","producer",""
"work","",""
"","",""
"","",""
"successor","resting place",""
"","",""
"editor","",""
"","",""
"","",""
"","",""
"nationality","",""
"base currency","",""
"","",""
"","",""
"leader","religion",""
"","",""
"broadcast area","",""
"president","",""
"","",""
"predecessor","",""
"coach","former team",""
"","",""
"partner","",""
"published","",""
"born in","debut team",""
"","",""
"","",""
"album","producer",""
"starring","producer",""
"city","birthplace",""
"producer","company",""
"school","",""
"illustrated by","author",""
"major shrine","venerated in",""
"","",""
"","",""
"album","composed",""
"ethnicity","",""
"","",""
"","",""
"produced","",""
"","",""
"writers","",""
"developed by","distributed by",""
"recorded in","directed",""
"language","",""
"artist","home town",""
"members","",""
"","",""
"","",""
"","",""
"state","",""
"are","religion",""
"in","",""
"governed","buried in",""
"presenter","wife",""
"nationality","nationality",""
"architect","nearest city",""
"","",""
"","",""
"","",""
"founders","",""
"","",""
"mascot","",""
"","",""
"currency","",""
"in","influenced",""
"","",""
"commander","commander",""
"publisher","series",""
"","",""
"relative","known for",""
"","",""
"doctoral advisor","known for",""
"buried in","Director",""
"married to","",""
"","",""
"","",""
"","",""
"developer","genre",""
"residence","",""
"","",""
"graduates","opponent",""
"","",""
"","",""
"","",""
"animator","",""
"in","",""
"spouse","honorary title",""
"president","",""
"owner","",""
"associate musical artist","composer",""
"","",""
"","",""
"hometown","",""
"","",""
"","",""
"","",""
"","",""
"directed by","edited by",""
"operating system","developed",""
"","",""
"","",""
"","",""
"owns","owner",""
"","",""
"ethnicity","",""
"edited by","directed by",""
"author","works",""
"","",""
"owning company","network",""
"citizenship","citizenship",""
"","",""
"employer","",""
"","",""
"","",""
"order (taxonomy)","domain",""
"broadcast area","",""
"governing body","",""
"Composer","",""
"known for","",""
"","",""
"built by","",""
"","",""
"","",""
"","",""
"successor","",""
"known for","advisor",""
"distributes","developer",""
"workplace","",""
"trained","",""
"birthplace","residence",""
"","",""
"ground","manager club",""
"coach","former team",""
"appointer","",""
"team","",""
"president","president",""
"governing body","",""
"","",""
"died in","",""
"","",""
"married","actor",""
"associated","artist",""
"","",""
"graduated from","religion",""
"","",""
"largest city","archipelago",""
"cover","",""
"managed","youth club",""
"","",""
"governor","region",""
"creator","presented",""
"party","party",""
"developed","developed",""
"","",""
"","",""
"author","series",""
"","",""
"citizenship","",""
"university attended","university attended",""
"club","",""
"","",""
"","",""
"","",""
"garrison","garrison",""
"","",""
"","",""
"PhD advisor","alma mater",""
"residence","editor",""
"headquarters","network",""
"","",""
"trained","",""
"","",""
"alma mater","",""
"","",""
"","",""
"death place","death place",""
"","",""
"profession","",""
"","",""
"","",""
"","",""
"","",""
"part","an/gsg-5","city"
"subject","athletics",""
"","",""
"race","",""
"designer","",""
"","",""
"alma mater","state",""
"married to","",""
"","",""
"Division","youth clubs",""
"appointed","appointed",""
"","",""
"coach","debuted",""
"predecessor","developer",""
"directed","",""
"","",""
"owner","owner",""
"successor","political party",""
"","",""
"architect","",""
"","",""
"owner","",""
"chairman","home stadium",""
"government type","",""
"driver pole","driver pole",""
"","",""
"capital","currencies",""
"doctoral supervisor","",""
"","",""
"river","",""
"","",""
"","",""
"","",""
"","",""
"married to","children",""
"base currency","base currency",""
"appointer","President",""
"mascot","",""
"","",""
"successor","location country",""
"","",""
"division","domain",""
"played for","draft team",""
"successor","birth place",""
"executive producer","",""
"","",""
"married to","",""
"","",""
"network","company",""
"produced","composed",""
"cinematographer","",""
"","",""
"","",""
"Education","body discovered",""
"","",""
"in","teams",""
"publisher","academic discipline",""
"producer","",""
"","",""
"nearest city","nearest city",""
"","",""
"","",""
"predecessor","birthplace",""
"hometown","",""
"rival","mascot",""
"","",""
"locations","locations",""
"buried","",""
"","",""
"","",""
"album","producer",""
"","",""
"college","alma mater",""
"allegiance","",""
"","",""
"","",""
"spouse","religion",""
"","",""
"series","developed",""
"","",""
"cast area","nationality",""
"directed","distributed by",""
"nearest city","location",""
"place birth","residence",""
"","",""
"","",""
"city","made by",""
"","",""
"","",""
"position","draft team",""
"","",""
"in","over",""
"","",""
"chancellor","",""
"","",""
"built","over",""
"license","",""
"","",""
"known for","alma mater",""
"deputy","",""
"","",""
"","",""
"stockholder","",""
"","",""
"Pole driver","",""
"lyrics","",""
"","",""
"deputy","predecessor",""
"Pole driver","",""
"First Driver","",""
"","",""
"","",""
"","",""
"first driver","pole driver",""
"","",""
"","",""
"birth name","",""
"","",""
"citizenship","",""
"broadcast area","broadcast area",""
"","",""
"billed","billed",""
"cinematographer","awards",""
"garrison","",""
"editor","film starring",""
"","",""
"in","in",""
"alma mater","state",""
"","",""
"alma mater","",""
"meaning","",""
"architect","architect",""
"licensee","licensee",""
"party","ideologies",""
"discovered by","",""
"city","training",""
"","",""
"currency","currency",""
"","",""
"channel","producer",""
"attend","",""
"album","artist",""
"successor","",""
"","",""
"director","awards",""
"","",""
"","",""
"die","",""
"married","",""
"","",""
"successor","maker",""
"religion","religion",""
"wife","mayor",""
"operating system","programming language",""
"","",""
"","",""
"successor","alma mater",""
"mascot","",""
"content licence","",""
"outflow","",""
"","",""
"","",""
"","",""
"region","",""
"","",""
"purpose","",""
"","",""
"in","sport",""
"","",""
"sire","race",""
"","",""
"","",""
"president","president",""
"","",""
"affiliation","",""
"doctoral student","doctoral supervisor",""
"","",""
"company","",""
"","",""
"","",""
"","",""
"flows","",""
"","",""
"","",""
"","",""
"died in","relative",""
"","",""
"produced","artist",""
"purpose","",""
"address","",""
"","",""
"coach","",""
"river","river",""
"university attended","university attended",""
"","",""
"","",""
"","",""
"developed by","distributed by",""
"","",""
"in","river",""
"province","",""
"","",""
"presenter","",""
"","",""
"","",""
"driver first","",""
"born","",""
"residence","",""
"death location","",""
"","",""
"","",""
"discovered","discovered",""
"","",""
"","",""
"address","",""
"race","race",""
"","",""
"","",""
"garrison","",""
"draft team","",""
"","",""
"drafted","",""
"","",""
"successor","appointed",""
"residing","",""
"film director","animator",""
"record label","currency",""
"successor","tomb",""
"written by","written by",""
"company","company",""
"operator","",""
"","",""
"","",""
"authors","own",""
"","",""
"","",""
"jurisdiction","",""
"species","series",""
"","",""
"","",""
"commander","mascot",""
"owns","",""
"","",""
"","",""
"programming language","",""
"operating system","developer",""
"wedded to","alma mater",""
"","",""
"successor","nationality",""
"","",""
"designed","developed",""
"","",""
"advisor","birth location",""
"","",""
"produced","starred",""
"starred","residence",""
"","",""
"","",""
"region","religion",""
"","",""
"river mouth","in",""
"","",""
"","",""
"","",""
"born in","director",""
"writer","associated musical artist",""
"developer","",""
"origin","residence",""
"base currency","base currency",""
"known for","",""
"","",""
"president","religion",""
"company","produced",""
"architectural","religion",""
"training","stockholder",""
"die","",""
"governing body","",""
"","",""
"","",""
"presented","",""
"","",""
"animator","animator",""
"breeded","place birth",""
"graduates","field",""
"","",""
"edit","",""
"","",""
"","",""
"alma mater","mascot",""
"","",""
"","",""
"son","graduate",""
"race","",""
"meaning","",""
"inflow","river",""
"appointer","",""
"cross","",""
"allegiance","",""
"","",""
"in","owns",""
"","",""
"","",""
"publisher","writer",""
"","",""
"engine","",""
"","",""
"die","die",""
"subsequent work","Composer",""
"","",""
"director","",""
"phylum","",""
"film genre","Artist",""
"","",""
"","",""
"","",""
"subsidiary","company",""
"edited","",""
"published","",""
"predecessor","company",""
"","",""
"","",""
"prospect team","",""
"chairman","",""
"producer","directed",""
"","",""
"licensee","",""
"","",""
"distributor","",""
"League","mascot",""
"","",""
"alma mater","",""
"","",""
"","",""
"","",""
"composed","",""
"designed","written by",""
"executive producer","",""
"writer","writer",""
"born in","appointed",""
"alma mater","state of origin",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"","",""
"genre","",""
"composer","subsequent work",""
"shrine","",""
"beatified by","shrines",""
"","",""
"","",""
"known for","",""
"","",""
"","",""
"","",""
"composer","",""
"","",""
"","",""
"","",""
"burial place","",""
"","",""
