ID,Query
15257,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Neil_Patrick_Harris> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/starring> <http://dbpedia.org/resource/Neil_Patrick_Harris> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Neil_Patrick_Harris> <http://dbpedia.org/ontology/starring> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Neil_Patrick_Harris> <http://dbpedia.org/ontology/starring> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/TelevisionShow>}""|"
15258,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/ontology/author> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Hunger_Games> <http://dbpedia.org/ontology/author> ?uri }""|"
15259,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Bundesliga> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerClub>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/league> <http://dbpedia.org/resource/Bundesliga> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerClub>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bundesliga> <http://dbpedia.org/ontology/league> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerClub>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bundesliga> <http://dbpedia.org/ontology/league> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/SoccerClub>}""|"
15260,
15261,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder> ?uri }""|"
15262,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ProgrammingLanguage>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/JavaScript> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ProgrammingLanguage>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/JavaScript> <http://dbpedia.org/ontology/influenced> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ProgrammingLanguage>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/JavaScript> <http://dbpedia.org/ontology/influenced> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/ProgrammingLanguage>}""|"
15263,ASK WHERE { <http://dbpedia.org/resource/Che_Guevara> <http://dbpedia.org/ontology/child> ?v1. }|
15264,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/musicBy> <http://dbpedia.org/resource/Elton_John> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/musicBy> <http://dbpedia.org/resource/Elton_John> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elton_John> <http://dbpedia.org/ontology/musicBy> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elton_John> <http://dbpedia.org/ontology/musicBy> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Musical>}""|"
15265,
15266,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/RMS_Titanic> <http://dbpedia.org/ontology/completionDate> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/RMS_Titanic> <http://dbpedia.org/ontology/completionDate> ?uri }""|"
15267,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pulp_Fiction> <http://dbpedia.org/ontology/budget> ?uri }""|"
15268,
15269,
15270,
15271,
15272,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/crosses> <http://dbpedia.org/resource/Seine> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Seine> <http://dbpedia.org/ontology/crosses> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Seine> <http://dbpedia.org/ontology/crosses> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Bridge>}""|"
15273,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/French_Polynesia> . ?x <http://dbpedia.org/ontology/mayor> ?uri . }|""SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/capital> <http://dbpedia.org/resource/French_Polynesia> . ?x <http://dbpedia.org/ontology/mayor> ?uri . }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/French_Polynesia> <http://dbpedia.org/ontology/capital> ?x. ?x <http://dbpedia.org/ontology/mayor> ?uri  }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/French_Polynesia> <http://dbpedia.org/ontology/capital> ?x. ?x <http://dbpedia.org/ontology/mayor> ?uri  }""|"
15274,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Count_Dracula> . ?x <http://dbpedia.org/ontology/deathDate> ?uri . }|""SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Count_Dracula> . ?x <http://dbpedia.org/ontology/deathDate> ?uri . }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x. ?x <http://dbpedia.org/ontology/deathDate> ?uri  }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Count_Dracula> <http://dbpedia.org/ontology/creator> ?x. ?x <http://dbpedia.org/ontology/deathDate> ?uri  }""|"
15275,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Palace_of_Westminster> <http://dbpedia.org/ontology/location> ?uri }""|"
15276,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/English_Gothic_architecture> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Kent> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/English_Gothic_architecture> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Kent> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building>}""|"
15277,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/foundedBy> <http://dbpedia.org/resource/Vatican_Television_Center> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Pope>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/foundedBy> <http://dbpedia.org/resource/Vatican_Television_Center> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Pope>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Vatican_Television_Center> <http://dbpedia.org/ontology/foundedBy> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Pope>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Vatican_Television_Center> <http://dbpedia.org/ontology/foundedBy> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Pope>}""|"
15278,
15279,"SELECT DISTINCT ?uri WHERE { <<http://dbpedia.org/resource/Melbourne> <http://dbpedia.org/ontology/populationTotal> ?uri }|""SELECT DISTINCT ?uri WHERE { <<http://dbpedia.org/resource/Melbourne> <http://dbpedia.org/ontology/populationTotal> ?uri }""|"
15280,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Air_China> <http://dbpedia.org/ontology/targetAirport> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Air_China> <http://dbpedia.org/ontology/targetAirport> ?uri }""|"
15281,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rachel_Stevens> <http://dbpedia.org/ontology/birthYear> ?uri }""|"
15282,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }""|"
15283,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/profession> <http://dbpedia.org/resource/Politician> . ?uri <http://dbpedia.org/ontology/almaMater> <http://dbpedia.org/resource/Columbia_University> . }|""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/profession> <http://dbpedia.org/resource/Politician> . ?uri <http://dbpedia.org/ontology/almaMater> <http://dbpedia.org/resource/Columbia_University> . }""|"
15284,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Manhattan_Project> . ?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Nobel_Peace_Prize> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Manhattan_Project> . ?uri <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Nobel_Peace_Prize> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Scientist>}""|"
15285,
15286,
15287,
15288,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Facebook> <http://dbpedia.org/ontology/foundedBy> ?uri }""|"
15289,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Melon_de_Bourgogne> <http://dbpedia.org/ontology/wineRegion> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Melon_de_Bourgogne> <http://dbpedia.org/ontology/wineRegion> ?uri }""|"
15290,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Socrates> <http://dbpedia.org/ontology/influencedBy> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Socrates> <http://dbpedia.org/ontology/influencedBy> ?uri }""|"
15291,
15292,
15293,
15294,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jacques_Chirac> <http://dbpedia.org/ontology/spouse> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jacques_Chirac> <http://dbpedia.org/ontology/spouse> ?uri }""|"
15295,
15296,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/wineProduced> <http://dbpedia.org/resource/Sparkling_wine> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/France> . }|""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/wineProduced> <http://dbpedia.org/resource/Sparkling_wine> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/France> . }""|"
15297,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hillel_Slovak> <http://dbpedia.org/ontology/deathPlace> ?uri }""|"
15298,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timezone> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timezone> ?uri }""|"
15299,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chile_Route_68> <http://dbpedia.org/ontology/routeEnd> ?uri }""|"
15300,
15301,
15302,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mvezo> <http://dbpedia.org/ontology/birthPlace> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mvezo> <http://dbpedia.org/ontology/birthPlace> ?uri }""|"
15303,SELECT (COUNT(DISTINCT ?x) as ?c) WHERE{ <http://dbpedia.org/resource/Henry_Fonda> <http://dbpedia.org/ontology/parent> ?v1. }|
15304,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Victoria_Cross> <http://dbpedia.org/ontology/award> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Victoria_Cross> <http://dbpedia.org/ontology/award> ?uri }""|"
15305,
15306,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Steve_Jobs> <http://dbpedia.org/ontology/relative> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Steve_Jobs> <http://dbpedia.org/ontology/relative> ?uri }""|"
15307,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wu-Tang_Clan> <http://dbpedia.org/ontology/bandMember> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wu-Tang_Clan> <http://dbpedia.org/ontology/bandMember> ?uri }""|"
15308,
15309,
15310,
15311,
15312,
15313,
15314,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/deathPlace> <<http://dbpedia.org/resource/Los_Alamos> . ?uri <http://dbpedia.org/ontology/deathCause> <http://dbpedia.org/resource/Acute_radiation_syndrome> . }|""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/deathPlace> <<http://dbpedia.org/resource/Los_Alamos> . ?uri <http://dbpedia.org/ontology/deathCause> <http://dbpedia.org/resource/Acute_radiation_syndrome> . }""|"
15315,"SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/owner> <http://dbpedia.org/resource/Bank_of_America> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building.>}|""SELECT DISTINCT ?uri WHERE {?uri <http://dbpedia.org/ontology/owner> <http://dbpedia.org/resource/Bank_of_America> . ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building.>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bank_of_America> <http://dbpedia.org/ontology/owner> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building.>}""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bank_of_America> <http://dbpedia.org/ontology/owner> ?uri. ?uri <https://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Building.>}""|"
15316,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/architect> <<http://dbpedia.org/resource/Shreve> . ?uri <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/Art_Deco> . }|""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/architect> <<http://dbpedia.org/resource/Shreve> . ?uri <http://dbpedia.org/ontology/architecturalStyle> <http://dbpedia.org/resource/Art_Deco> . }""|"
15317,
15318,
15319,
15320,ASK WHERE { <http://dbpedia.org/resource/Rosetta_Stone> <http://dbpedia.org/ontology/museum> <http://dbpedia.org/resource/Gayer-Anderson_cat> }|
15321,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Friends> <http://dbpedia.org/ontology/starring> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Friends> <http://dbpedia.org/ontology/starring> ?uri }""|"
15322,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gaborone> <http://dbpedia.org/ontology/capital> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Gaborone> <http://dbpedia.org/ontology/capital> ?uri }""|"
15323,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Madama_Butterfly> <http://dbpedia.org/ontology/birthDate> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Madama_Butterfly> <http://dbpedia.org/ontology/birthDate> ?uri }""|"
15324,
15325,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Francis_Ford_Coppola> <http://dbpedia.org/ontology/child> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Francis_Ford_Coppola> <http://dbpedia.org/ontology/child> ?uri }""|"
15326,
15327,
15328,ASK WHERE { <http://dbpedia.org/resource/France> <http://dbpedia.org/ontology/deathPlace> ?v1. }|
15329,"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/lastAppearance> <http://dbpedia.org/resource/James_Bond> . ?uri <http://dbpedia.org/ontology/author> <<http://dbpedia.org/resource/William_Boyd_(writer)>> . }|""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/lastAppearance> <http://dbpedia.org/resource/James_Bond> . ?uri <http://dbpedia.org/ontology/author> <<http://dbpedia.org/resource/William_Boyd_(writer)>> . }""|"
15330,
15331,
15332,
15333,"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Buzz_Kulik> . ?x <http://dbpedia.org/ontology/starring> ?uri . }|""SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/ontology/director> <http://dbpedia.org/resource/Buzz_Kulik> . ?x <http://dbpedia.org/ontology/starring> ?uri . }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Buzz_Kulik> <http://dbpedia.org/ontology/director> ?x. ?x <http://dbpedia.org/ontology/starring> ?uri  }""|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Buzz_Kulik> <http://dbpedia.org/ontology/director> ?x. ?x <http://dbpedia.org/ontology/starring> ?uri  }""|"
15334,
15335,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chinese_language> <http://dbpedia.org/ontology/spokenIn> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chinese_language> <http://dbpedia.org/ontology/spokenIn> ?uri }""|"
15336,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Faulkner> <http://dbpedia.org/ontology/largestCity> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/William_Faulkner> <http://dbpedia.org/ontology/largestCity> ?uri }""|"
15337,
15338,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Charles_Dickens> <http://dbpedia.org/ontology/author> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Charles_Dickens> <http://dbpedia.org/ontology/author> ?uri }""|"
15339,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mona_Lisa> <http://dbpedia.org/ontology/museum> ?uri }|""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mona_Lisa> <http://dbpedia.org/ontology/museum> ?uri }""|"