"QuestionID","Question","QuestionLength","TripleSize","ResourceTotal","ClassTotal","RelationTotal","_DT ","_IN ","_JJ ","_JJR ","_JJS ","_NN ","_NNS ","_NNP ","_NNPS ","_PRP ","_RB ","_RBR ","_RBS ","_UH ","_VB ","_VBD ","_VBG ","_VBN ","_VBP ","_VBZ ","_WDT ","_WP ","_WP$ ","_WRB ","BooleanAns","NumberAnswer","ListAnswer"
"15000","Give me all cosmonauts. ?","4","5","2","1","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15001","In which country does the Ganges start ?","7","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15003","Which German cities have more than 250000 inhabitants ?","8","5","1","2","2","0","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15004","Who was John F. Kennedy's vice president ?","7","2","1","0","1","0","0","0","0","0","2","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15005","Who is the mayor of Berlin ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15006","How many students does the Free University in Amsterdam have ?","10","2","1","0","1","1","1","1","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15007","What is the second highest mountain on Earth ?","8","2","0","1","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15008","Give me all professional skateboarders from Sweden. ?","7","7","3","0","4","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15011","Give me a list of all bandleaders that play trumpet. ?","10","4","2","0","2","2","1","0","0","0","2","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1"
"15012","Which countries have more than ten caves ?","7","5","0","2","3","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15014","Who produces Orangina ?","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15015","Who is the Formula 1 race driver with the most races ?","11","2","0","1","1","2","1","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15017","Who is the youngest player in the Premier League ?","9","4","1","0","3","2","1","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15018","Give me all members of Prodigy. ?","6","2","1","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15020","Does Breaking Bad have more episodes than Game of Thrones ?","10","4","2","0","2","0","2","1","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0"
"15022","What were the main discoveries of the Mars rover Curiosity ?","10","0","0","0","0","2","1","1","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15023","Give me all people that were born in Vienna and died in Berlin. ?","13","4","2","0","2","1","2","0","0","0","0","1","2","0","1","0","0","0","0","1","2","0","1","0","0","1","0","0","0","0","0","1"
"15024","Is proinsulin a protein ?","4","2","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15025","How tall is Michael Jordan ?","5","2","1","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"15026","What is the capital of Canada ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15031","How many languages are spoken in Turkmenistan ?","7","2","1","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0"
"15033","Give me all movies directed by Francis Ford Coppola. ?","9","3","1","1","1","1","1","0","0","0","0","1","3","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15034","Give me all actors starring in movies directed by William Shatner. ?","11","3","1","0","2","1","2","0","0","0","0","2","2","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1"
"15035","Are tree frogs a type of amphibian ?","7","3","2","0","1","1","1","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"15038","How often did Jane Fonda marry ?","6","2","1","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15039","Give me all Australian nonprofit organizations. ?","6","7","3","0","4","1","0","2","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15040","In which military conflicts did Lawrence of Arabia participate ?","9","2","1","0","1","0","2","1","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15041","Who developed Minecraft ?","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15044","How many inhabitants does Maribor have ?","6","2","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15045","Give me all companies in Munich. ?","6","7","3","1","3","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15046","How tall is Claudia Schiffer ?","5","2","1","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"15047","List all games by GMT. ?","5","2","1","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15048","Who founded Intel ?","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15051","Which cities does the Weser flow through ?","7","2","1","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15052","Which countries are connected by the Rhine ?","7","2","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"15053","Which professional surfers were born in Australia ?","7","7","3","0","4","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15055","In which UK city are the headquarters of the MI6 ?","10","4","2","0","2","2","2","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15057","Who created Goofy ?","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15058","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion ?","12","4","2","0","2","2","2","1","1","0","0","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"15059","Give me all islands that belong to Japan. ?","8","3","1","1","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1"
"15065","Give me all Apollo 14 astronauts. ?","6","2","1","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15070","How many missions does the Soyuz programme have ?","8","1","1","0","0","1","0","1","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15071","Did Socrates influence Aristotle ?","4","3","2","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"15072","Give me all Danish movies. ?","5","3","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15073","Give me all launch pads operated by NASA. ?","8","3","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15074","Which instruments does Cat Stevens play ?","6","2","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15076","Who are the parents of the wife of Juan Carlos I ?","11","3","1","0","2","2","2","0","0","0","1","1","2","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1"
"15077","How many employees does Google have ?","6","2","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15078","Did Tesla win a nobel prize in physics ?","8","3","2","0","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"15079","Give me all cities in New Jersey with more than 100000 inhabitants. ?","12","4","1","1","2","1","3","0","1","0","0","2","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15080","Is Rita Wilson the wife of Tom Hanks ?","8","3","2","0","1","1","1","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15083","How many children did Benjamin Franklin have ?","7","2","1","0","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0"
"15084","When did Michael Jackson die ?","5","2","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15085","Which Chess players died in the same place they were born in ?","12","3","0","1","2","1","2","1","0","0","2","1","0","0","1","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","1"
"15086","List the children of Margaret Thatcher. ?","6","2","1","0","1","1","1","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15088","Was Margaret Thatcher a chemist ?","5","3","2","0","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"15090","Which museum exhibits The Scream by Munch ?","7","2","1","0","1","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15091","Give me all books by William Goldman with more than 300 pages. ?","12","4","1","1","2","1","3","0","1","0","0","2","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15092","Which books by Kerouac were published by Viking Press ?","9","5","2","1","2","0","2","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15094","How high is the Mount Everest ?","6","2","1","0","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"15096","How many people live in the capital of Australia ?","9","3","1","0","2","1","2","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"15097","What is the largest city in Australia ?","7","2","1","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15098","Who composed the music for Harold and Maude ?","8","2","1","0","1","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1"
"15099","Which films starring Clint Eastwood did he direct himself ?","9","4","2","0","2","0","0","0","0","0","0","1","2","0","2","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1"
"15100","In which city was the former Dutch queen Juliana buried ?","10","3","1","1","1","1","1","1","0","0","2","0","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15101","Is Egypts largest city also its capital ?","7","4","2","0","2","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15104","Show me all songs from Bruce Springsteen released between 1980 and 1990. ?","12","4","1","1","2","1","2","0","0","0","1","1","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"15108","Give me all B-sides of the Ramones. ?","7","3","1","0","2","2","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15110","Which country does the creator of Miffy come from ?","9","3","1","0","2","1","2","0","0","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15111","For which label did Elvis record his first album ?","9","5","1","1","3","0","1","1","0","0","2","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15112","Give me the birthdays of all actors of the television show Charmed. ?","12","3","1","0","2","3","2","0","0","0","2","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15113","How many employees does IBM have ?","6","2","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15115","In which country is the Limerick Lake ?","7","2","1","0","1","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15116","Which television shows were created by John Cleese ?","8","3","1","1","1","0","1","0","0","0","1","1","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15117","Which mountain is the highest after the Annapurna ?","8","4","1","1","2","2","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15118","In which films directed by Garry Marshall was Julia Roberts starring ?","11","5","2","1","2","0","2","0","0","0","0","1","4","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","1"
"15120","Was U.S. president Jackson involved in a war ?","8","2","1","0","1","1","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"15122","Which awards did Douglas Hofstadter win ?","6","2","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15123","Who is the daughter of Robert Kennedy married to ?","9","3","1","0","2","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1"
"15125","What is the currency of the Czech Republic ?","8","2","1","0","1","2","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15127","What is the area code of Berlin ?","7","2","1","0","1","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15128","Which countries have more than two official languages ?","8","2","0","1","1","0","1","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15129","Who is the owner of Rolls-Royce ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15130","Through which countries does the Yenisei river flow ?","8","2","1","0","1","1","1","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15132","Which monarchs were married to a German ?","7","7","2","1","4","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15133","When was the Battle of Gettysburg ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1"
"15134","Which river does the Brooklyn Bridge cross ?","7","2","1","0","1","1","0","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15135","What is the highest mountain in Australia ?","7","4","1","1","2","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15137","What is the official language of Suriname ?","7","2","1","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15138","Who is the mayor of Tel Aviv ?","7","2","1","0","1","1","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15139","Who designed the Brooklyn Bridge ?","5","2","1","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15141","Is Frank Herbert still alive ?","5","2","1","0","1","0","0","1","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15143","Who is the editor of Forbes ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15146","What did Bruce Carver die from ?","6","2","1","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1"
"15148","Which presidents were born in 1945 ?","6","2","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15149","Give me all federal chancellors of Germany. ?","7","3","1","1","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15150","Who was the wife of U.S. president Lincoln ?","8","2","1","0","1","1","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15151","Who developed the video game World of Warcraft ?","8","2","1","0","1","1","1","0","0","0","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15153","List all episodes of the first season of the HBO television series The Sopranos. ?","14","3","1","0","2","4","2","1","0","0","3","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15154","Who produced the most films ?","5","2","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15156","In which city did John F. Kennedy die ?","8","3","1","1","1","0","1","0","0","0","1","0","3","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15157","Is there a video game called Battle Chess ?","8","1","0","1","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0"
"15159","Who created Wikipedia ?","3","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15160","Give me all actors starring in Last Action Hero. ?","9","2","1","0","1","1","1","1","0","0","0","1","2","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"15161","Which software has been developed by organizations founded in California ?","10","5","1","2","2","0","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","3","0","1","1","0","0","0","0","0","1"
"15163","Is Christian Bale starring in Velvet Goldmine ?","7","3","2","0","1","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0"
"15165","Which actors were born in Germany ?","6","6","2","1","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15167","Was the wife of president Lincoln called Mary ?","8","2","1","0","1","1","1","0","0","0","2","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0"
"15168","Give me all films produced by Hal Roach. ?","8","3","1","1","1","1","1","0","0","0","0","1","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15170","Which languages are spoken in Estonia ?","6","2","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"15171","How many Aldi stores are there ?","6","2","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"15173","Who was the 16th president of the United States ?","9","2","0","0","2","2","1","1","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15174","How many films did Hal Roach produce ?","7","2","1","0","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0"
"15176","Give me all books written by Danielle Steel. ?","8","3","1","1","1","1","1","0","0","0","0","1","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15177","Which airports are located in California, USA ?","7","10","4","1","5","0","1","1","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15179","Give me all Canadian Grunge record labels. ?","7","5","2","1","2","1","0","1","0","0","2","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15181","In which programming language is GIMP written ?","7","2","1","0","1","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1"
"15182","Who produced films starring Natalie Portman ?","6","4","1","1","2","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1"
"15183","Give me all movies with Tom Cruise. ?","7","3","1","1","1","1","1","0","0","0","0","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15184","In which films did Julia Roberts as well as Richard Gere play ?","12","5","2","1","2","0","2","0","0","0","0","1","4","0","0","2","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
