"QuestionID","Question","QuestionLength","TripleSize","ResourceTotal","ClassTotal","RelationTotal","_DT ","_IN ","_JJ ","_JJR ","_JJS ","_NN ","_NNS ","_NNP ","_NNPS ","_PRP ","_RB ","_RBR ","_RBS ","_UH ","_VB ","_VBD ","_VBG ","_VBN ","_VBP ","_VBZ ","_WDT ","_WP ","_WP$ ","_WRB ","BooleanAns","NumberAnswer","ListAnswer"
"15186","Who wrote the book The Pillars of the Earth ?","9","2","1","0","1","3","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15187","How many films did Leonardo DiCaprio star in ?","8","3","1","1","1","0","1","1","0","0","1","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0"
"15188","Give me all soccer clubs in the Premier League. ?","9","3","1","1","1","2","1","0","0","0","1","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15190","When was Capcom founded ?","4","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1"
"15191","Which organizations were founded in 1930 ?","6","3","0","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15192","What is the highest mountain ?","5","2","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15193","Was Natalie Portman born in the United States ?","8","7","4","0","3","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"15200","How many inhabitants does the largest city in Canada have ?","10","3","1","0","2","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15201","In which studio did the Beatles record their first album ?","10","0","0","0","0","1","1","1","0","0","2","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15202","Who was the first to climb Mount Everest ?","8","2","1","0","1","1","0","1","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1"
"15203","How many programming languages are there ?","6","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"15204","What is the official color of the University of Oxford ?","10","2","1","0","1","2","2","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15205","How many gold medals did Michael Phelps win at the 2008 Olympics ?","12","0","0","0","0","1","1","1","0","0","1","1","2","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0"
"15206","To which artistic movement did the painter of The Three Dancers belong ?","12","3","1","0","2","2","1","1","0","0","2","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15207","Give me all animals that are extinct. ?","7","2","0","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1"
"15208","Does Abraham Lincoln's death place have a website ?","8","2","1","0","1","1","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0"
"15209","How deep is Lake Placid ?","5","2","1","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"15210","Give me the grandchildren of Bruce Lee. ?","7","3","1","0","2","1","1","0","0","0","0","1","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15211","Who is the youngest Darts player ?","6","2","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15212","Where was Bach born ?","4","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1"
"15213","In which countries can you pay using the West African CFA franc ?","12","2","1","0","1","1","1","0","0","0","1","1","3","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1"
"15215","What is the most frequent cause of death ?","8","1","0","0","1","1","1","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15216","Does the Isar flow into a lake ?","7","3","1","1","1","2","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15217","Give me all films produced by Steven Spielberg with a budget of at least $80 million. ?","16","4","1","1","2","2","4","0","0","1","1","1","2","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15218","Give me all writers that won the Nobel Prize in literature. ?","11","3","1","1","1","2","1","0","0","0","1","1","2","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15219","Give me all taikonauts. ?","4","3","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15220","How many pages does War and Peace have ?","8","2","1","0","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15221","What is the bridge with the longest span ?","8","2","0","1","1","2","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15223","Who is the tallest player of the Atlanta Falcons ?","9","3","1","0","2","2","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15224","Which rivers flow into a German lake ?","7","5","1","2","2","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15226","Which rockets were launched from Baikonur ?","6","3","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15227","Which pope succeeded John Paul II ?","6","1","1","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15228","Give me all Dutch parties. ?","5","3","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15230","Give me all Swedish oceanographers. ?","5","4","2","0","2","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15231","Give me all actors who were born in Berlin. ?","9","3","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1"
"15232","What was the last movie with Alec Guinness ?","8","4","1","1","2","1","1","1","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15233","Which poet wrote the most books ?","6","4","1","1","2","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15234","How many languages are spoken in Colombia ?","7","3","1","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0"
"15235","What does IYCM stand for ?","5","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1"
"15239","Which ingredients do I need for carrot cake ?","8","2","1","0","1","0","1","0","0","0","2","1","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1"
"15240","Is Cola a beverage ?","4","2","1","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"15241","Who has Tom Cruise been married to ?","7","2","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","1"
"15242","Which of Tim Burton's films had the highest budget ?","9","3","1","0","2","1","1","0","0","1","1","1","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15244","Which actor was casted in the most movies ?","8","3","0","2","1","1","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15245","Is James Bond married ?","4","2","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0"
"15246","Give me all Australian metalcore bands. ?","6","8","3","1","4","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15247","Give me all actors who were born in Paris after 1950. ?","11","4","1","1","2","1","2","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","1"
"15251","Give all swimmers that were born in Moscow. ?","8","3","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1"
"15253","Show me the book that Muhammad Ali wrote. ?","8","3","1","1","1","1","0","0","0","0","2","0","2","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15254","How many museums does Paris have ?","6","3","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0"
"15255","Which city has the most inhabitants ?","6","2","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15256","Which city has the least inhabitants ?","6","2","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15257","Give me all the TV shows with Neil Patrick Harris. ?","10","3","1","1","1","1","1","0","0","0","1","0","3","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1"
"15258","Who wrote The Hunger Games ?","5","2","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1"
"15259","Show a list of soccer clubs that play in the Bundesliga. ?","11","3","1","1","1","2","2","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15261","Who is the founder of Penguin Books ?","7","2","1","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15262","Which programming languages influenced Javascript ?","5","3","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15263","Did Che Guevara have children ?","5","2","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"15264","List all the musicals with music by Elton John. ?","9","3","1","1","1","1","2","0","0","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"15265","Show me all the breweries in Australia. ?","7","6","2","1","3","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"15266","When was the Titanic completed ?","5","2","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1"
"15267","How much did Pulp Fiction cost ?","6","2","1","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15268","How many airlines are there ?","5","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0"
"15271","Which book has the most pages ?","6","2","0","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15272","Which bridges cross the Seine ?","5","3","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"15273","Who is the mayor of the capital of French Polynesia ?","10","3","1","0","2","2","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15274","When did Dracula's creator die ?","5","3","1","0","2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15275","What is the location of the Houses of Parliament ?","9","2","1","0","1","2","2","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15276","Show me all English Gothic buildings in Kent. ?","8","5","2","1","2","1","1","2","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"15277","Who was the pope that founded the Vatican Television ?","9","3","1","1","1","2","0","0","0","0","1","0","2","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","0","0","1"
"15279","What is the total population of Melbourne, Florida ?","8","2","1","0","1","1","1","1","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15280","Which airports does Air China serve ?","6","2","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15281","In which year was Rachel Stevens born ?","7","2","1","0","1","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15282","Where was JFK assassinated ?","4","2","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1"
"15283","How many politicians graduated from Columbia University ?","7","4","2","0","2","0","1","1","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0"
"15284","Which scientist is known for the Manhattan Project and the Nobel Peace Prize ?","13","5","2","1","2","2","1","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1"
"15288","Who is the owner of Facebook ?","6","2","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15289","From which region is the Melon de Bourgogne ?","8","2","1","0","1","1","2","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15290","Who was influenced by Socrates ?","5","2","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1"
"15294","Who was married to president Chirac ?","6","2","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1"
"15296","Where in France is sparkling wine produced ?","7","4","2","0","2","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1"
"15297","Where did Hillel Slovak die ?","5","2","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15298","What is the timezone in San Pedro de Atacama ?","9","2","1","0","1","1","2","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15299","In which city does the Chile Route 68 end ?","9","2","1","0","1","1","1","0","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15300","Who was vice president under the president who authorized atomic weapons against Japan during World War II ?","17","1","0","0","1","1","3","1","0","0","3","1","4","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","1"
"15302","Which anti-apartheid activist was born in Mvezo ?","7","2","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15303","How many Golden Globe awards did the daughter of Henry Fonda win ?","12","2","1","0","1","1","1","1","0","0","1","1","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0"
"15304","Which recipients of the Victoria Cross died in the Battle of Arnhem ?","12","2","1","0","1","2","3","0","0","0","1","1","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15305","Where did the first man in space die ?","8","1","0","0","1","1","1","1","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1"
"15306","How old was Steve Jobs' sister when she first met him ?","11","2","1","0","1","0","0","1","0","0","1","0","2","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","1"
"15307","Which members of the Wu-Tang Clan took their stage name from a movie ?","13","2","1","0","1","2","2","0","0","0","3","1","2","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15308","Which writers had influenced the philosopher that refused a Nobel Prize ?","11","3","0","2","1","2","0","0","0","0","1","1","2","0","0","0","0","0","0","0","2","0","1","0","0","2","0","0","0","0","0","1"
"15310","Who composed the music for the film that depicts the early life of Jane Austin ?","15","2","0","1","1","3","2","1","0","0","3","0","2","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1"
"15313","Which horses did The Long Fellow ride ?","7","1","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15314","Of the people that died of radiation in Los Alamos, whose death was an accident ?","15","4","2","0","2","2","3","0","0","0","3","1","2","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","1"
"15315","Which building owned by the Bank of America was featured in the TV series MegaStructures ?","15","3","1","1","1","2","3","0","0","0","3","0","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","1"
"15316","Which buildings in art deco style did Shreve, Lamb and Harmon design ?","12","4","2","0","2","0","1","0","0","0","4","1","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1"
"15317","Which birds are protected under the National Parks and Wildlife Act ?","11","1","0","1","0","1","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1"
"15318","Which country did the first known photographer of snowflakes come from ?","11","2","0","1","1","1","2","2","0","0","1","1","1","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1"
"15319","List all the battles commanded by the lover of Cleopatra. ?","10","1","0","0","1","2","2","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1"
"15320","Are the Rosetta Stone and the Gayer-Andersen cat exhibited in the same museum ?","13","3","2","0","1","3","1","1","0","0","2","0","3","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"15321","Which actress starring in the TV series Friends owns the production company Coquette Productions ?","14","2","1","0","1","2","1","0","0","0","5","0","2","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1"
"15322","Gaborone is the capital of which country member of the African Union ?","12","2","1","0","1","2","2","0","0","0","3","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15323","When was the composer of the opera Madame Butterfly born ?","10","2","1","0","1","2","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1"
"15325","For which movie did the daughter of Francis Ford Coppola receive an Oscar ?","13","2","1","0","1","2","2","0","0","0","2","0","4","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1"
"15326","Which city does the first person to climb all 14 eight-thousanders come from ?","13","2","0","1","1","2","1","1","0","0","2","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1"
"15327","At which college did the only American actor that received the C��sar Award study ?","14","1","0","0","1","2","1","2","0","0","6","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","1"
"15328","Did Napoleon's first wife die in France ?","7","2","1","0","1","0","1","1","0","0","1","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"15329","How old is James Bond in the latest Bond book by William Boyd ?","13","4","2","0","2","1","2","1","0","1","2","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"15331","What is the native city of Hollywood's highest-paid actress ?","9","2","0","1","1","1","1","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1"
"15332","In which city does the former main presenter of the Xpos�� girls live ?","13","1","0","0","1","2","2","2","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1"
"15333","Who plays Phileas Fogg in the adaptation of Around the World in 80 Days directed by Buzz Kulik ?","18","3","1","0","2","2","5","0","0","0","2","1","4","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1"
"15334","Who is the front man of the band that wrote Coffee & TV ?","13","2","0","0","2","2","1","1","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1"
"15335","Which Chinese-speaking country is a former Portguese colony ?","8","2","1","0","1","1","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"15336","What is the largest city in the county in which Faulkner spent most of his life ?","16","2","1","0","1","2","3","0","0","2","3","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","1"
"15337","In which year did the Hungarian-American actor called ""The King of Horror"" make his first film ?","16","2","0","1","1","2","2","2","0","0","3","0","2","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1"
"15338","Under which pseudonym did Charles Dickens publish some of his books ?","11","2","1","0","1","1","2","0","0","0","1","1","2","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1"
"15339","A landmark of which city is the home of the Mona Lisa ?","12","2","1","0","1","3","2","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
