"15000","Give me all cosmonauts. ?","http://dbpedia.org/resource/Rusia,http://dbpedia.org/resource/Soviet_Union"
"15001","In which country does the Ganges start ?","http://dbpedia.org/resource/Ganges"
"15002","When is the movie Worst Case Scenario going to be in cinemas in the Netherlands ?",""
"15003","Which German cities have more than 250000 inhabitants ?","http://dbpedia.org/resource/Germany"
"15004","Who was John F. Kennedy's vice president ?","http://dbpedia.org/resource/John_F._Kenedy"
"15005","Who is the mayor of Berlin ?","http://dbpedia.org/resource/Berlin"
"15006","How many students does the Free University in Amsterdam have ?","http://dbpedia.org/resource/VU_University_Amsterdam"
"15007","What is the second highest mountain on Earth ?",""
"15008","Give me all professional skateboarders from Sweden. ?","http://dbpedia.org/resource/Skateboarding,http://dbpedia.org/resource/Sweden,http://dbpedia.org/resource/Sweden"
"15009","When was Alberta admitted as province ?",""
"15010","To which countries does the Himalayan mountain system extend ?",""
"15011","Give me a list of all bandleaders that play trumpet. ?","http://dbpedia.org/resource/Bandleader,http://dbpedia.org/resource/Trumpet"
"15012","Which countries have more than ten caves ?",""
"15013","What is the total amount of men and women serving in the FDNY ?",""
"15014","Who produces Orangina ?","http://dbpedia.org/resource/Orangina"
"15015","Who is the Formula 1 race driver with the most races ?",""
"15016","Give me all world heritage sites designated within the past two years. ?",""
"15017","Who is the youngest player in the Premier League ?","http://dbpedia.org/resource/Premier_League"
"15018","Give me all members of Prodigy. ?","http://dbpedia.org/resource/The_Prodigy"
"15019","What is the longest river ?",""
"15020","Does Breaking Bad have more episodes than Game of Thrones ?","http://dbpedia.org/resource/Breaking_Bad,http://dbpedia.org/resource/Game_of_Thrones"
"15021","Give me all cars that are produced in Germany. ?",""
"15022","What were the main discoveries of the Mars rover Curiosity ?",""
"15023","Give me all people that were born in Vienna and died in Berlin. ?","http://dbpedia.org/resource/Viena,http://dbpedia.org/resource/Berlin"
"15024","Is proinsulin a protein ?","http://dbpedia.org/resource/Proinsulin"
"15025","How tall is Michael Jordan ?","http://dbpedia.org/resource/Michael_Jordan"
"15026","What is the capital of Canada ?","http://dbpedia.org/resource/Canada"
"15027","Who is the governor of Wyoming ?",""
"15028","Do Prince Harry and Prince William have the same parents ?",""
"15029","Who was the father of Queen Elizabeth II ?",""
"15030","Which U.S. state has been admitted latest ?",""
"15031","How many languages are spoken in Turkmenistan ?","http://dbpedia.org/resource/Turkmenistan"
"15032","Sean Parnell is the governor of which U.S. state ?",""
"15033","Give me all movies directed by Francis Ford Coppola. ?","http://dbpedia.org/resource/Francis_Ford_Copola"
"15034","Give me all actors starring in movies directed by William Shatner. ?","http://dbpedia.org/resource/Wiliam_Shatner"
"15035","Are tree frogs a type of amphibian ?","http://dbpedia.org/resource/Hylidae,http://dbpedia.org/resource/Amphibian"
"15036","What is the birth name of Angela Merkel ?",""
"15037","Give me all Methodist politicians. ?",""
"15038","How often did Jane Fonda marry ?","http://dbpedia.org/resource/Jane_Fonda"
"15039","Give me all Australian nonprofit organizations. ?","http://dbpedia.org/resource/Nonprofit_organization,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia"
"15040","In which military conflicts did Lawrence of Arabia participate ?","http://dbpedia.org/resource/T._E._Lawrence"
"15041","Who developed Minecraft ?","http://dbpedia.org/resource/Minecraft"
"15042","What is the melting point of copper ?",""
"15043","Give me all sister cities of Brno. ?",""
"15044","How many inhabitants does Maribor have ?","http://dbpedia.org/resource/Maribor"
"15045","Give me all companies in Munich. ?","http://dbpedia.org/resource/Munich,http://dbpedia.org/resource/Munich,http://dbpedia.org/resource/Munich"
"15046","How tall is Claudia Schiffer ?","http://dbpedia.org/resource/Claudia_Schifer"
"15047","List all games by GMT. ?","http://dbpedia.org/resource/GMT_Games"
"15048","Who founded Intel ?","http://dbpedia.org/resource/Intel"
"15049","Who is the husband of Amanda Palmer ?",""
"15050","Give me all breeds of the German Shepherd dog. ?",""
"15051","Which cities does the Weser flow through ?","http://dbpedia.org/resource/Weser"
"15052","Which countries are connected by the Rhine ?","http://dbpedia.org/resource/Rhine"
"15053","Which professional surfers were born in Australia ?","http://dbpedia.org/resource/Surfing,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia"
"15054","What is the average temperature on Hawaii ?",""
"15055","In which UK city are the headquarters of the MI6 ?","http://dbpedia.org/resource/Secret_Inteligence_Service,http://dbpedia.org/resource/United_Kingdom"
"15056","Which other weapons did the designer of the Uzi develop ?",""
"15057","Who created Goofy ?","http://dbpedia.org/resource/Gofy"
"15058","Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion ?","http://dbpedia.org/resource/Cuban_misile_crisis,http://dbpedia.org/resource/Bay_of_Pigs_Invasion"
"15059","Give me all islands that belong to Japan. ?","http://dbpedia.org/resource/Japan"
"15060","Who invented the zipper ?",""
"15061","What is the ruling party in Lisbon ?",""
"15062","What are the nicknames of San Francisco ?",""
"15063","Which Greek goddesses dwelt on Mount Olympus ?",""
"15064","When were the Hells Angels founded ?",""
"15065","Give me all Apollo 14 astronauts. ?","http://dbpedia.org/resource/Apolo_14"
"15066","What is the time zone of Salt Lake City ?",""
"15067","Which U.S. states are in the same time zone as Utah ?",""
"15068","Give me the capitals of all countries in Africa. ?",""
"15069","Give me a list of all lakes in Denmark. ?",""
"15070","How many missions does the Soyuz programme have ?","http://dbpedia.org/resource/Soyuz_programe"
"15071","Did Socrates influence Aristotle ?","http://dbpedia.org/resource/Socrates,http://dbpedia.org/resource/Aristotle"
"15072","Give me all Danish movies. ?","http://dbpedia.org/resource/Denmark"
"15073","Give me all launch pads operated by NASA. ?","http://dbpedia.org/resource/NASA"
"15074","Which instruments does Cat Stevens play ?","http://dbpedia.org/resource/Cat_Stevens"
"15075","Which ships were called after Benjamin Franklin ?",""
"15076","Who are the parents of the wife of Juan Carlos I ?","http://dbpedia.org/resource/Juan_Carlos_I_of_Spain"
"15077","How many employees does Google have ?","http://dbpedia.org/resource/Gogle"
"15078","Did Tesla win a nobel prize in physics ?","http://dbpedia.org/resource/Nikola_Tesla,http://dbpedia.org/resource/Nobel_Prize_in_Physics"
"15079","Give me all cities in New Jersey with more than 100000 inhabitants. ?","http://dbpedia.org/resource/New_Jersey"
"15080","Is Rita Wilson the wife of Tom Hanks ?","http://dbpedia.org/resource/Tom_Hanks,http://dbpedia.org/resource/Rita_Wilson"
"15081","When was the Statue of Liberty built ?",""
"15082","In which U.S. state is Fort Knox located ?",""
"15083","How many children did Benjamin Franklin have ?","http://dbpedia.org/resource/Benjamin_Franklin"
"15084","When did Michael Jackson die ?","http://dbpedia.org/resource/Michael_Jackson"
"15085","Which Chess players died in the same place they were born in ?",""
"15086","List the children of Margaret Thatcher. ?","http://dbpedia.org/resource/Margaret_Thatcher"
"15087","Who was called Frank The Tank ?",""
"15088","Was Margaret Thatcher a chemist ?","http://dbpedia.org/resource/Margaret_Thatcher,http://dbpedia.org/resource/Chemist"
"15089","Was Marc Chagall a jew ?",""
"15090","Which museum exhibits The Scream by Munch ?","http://dbpedia.org/resource/The_Scream"
"15091","Give me all books by William Goldman with more than 300 pages. ?","http://dbpedia.org/resource/Wiliam_Goldman"
"15092","Which books by Kerouac were published by Viking Press ?","http://dbpedia.org/resource/Viking_Pres,http://dbpedia.org/resource/Jack_Kerouac"
"15093","Give me a list of all American inventions. ?",""
"15094","How high is the Mount Everest ?","http://dbpedia.org/resource/Mount_Everest"
"15095","Who created the comic Captain America ?",""
"15096","How many people live in the capital of Australia ?","http://dbpedia.org/resource/Australia"
"15097","What is the largest city in Australia ?","http://dbpedia.org/resource/Australia"
"15098","Who composed the music for Harold and Maude ?","http://dbpedia.org/resource/Harold_and_Maude"
"15099","Which films starring Clint Eastwood did he direct himself ?","http://dbpedia.org/resource/Clint_Eastwod,http://dbpedia.org/resource/Clint_Eastwod"
"15100","In which city was the former Dutch queen Juliana buried ?","http://dbpedia.org/resource/Juliana_of_the_Netherlands"
"15101","Is Egypts largest city also its capital ?","http://dbpedia.org/resource/Egypt,http://dbpedia.org/resource/Egypt"
"15102","Where is the residence of the prime minister of Spain ?",""
"15103","Which U.S. state has the abbreviation MN ?",""
"15104","Show me all songs from Bruce Springsteen released between 1980 and 1990. ?","http://dbpedia.org/resource/Bruce_Springsten"
"15105","Which movies did Kurosawa direct ?",""
"15106","What is the founding year of the brewery that produces Pilsner Urquell ?",""
"15107","Who wrote the lyrics for the Polish national anthem ?",""
"15108","Give me all B-sides of the Ramones. ?","http://dbpedia.org/resource/Ramones"
"15109","Who painted The Storm on the Sea of Galilee ?",""
"15110","Which country does the creator of Miffy come from ?","http://dbpedia.org/resource/Mify"
"15111","For which label did Elvis record his first album ?","http://dbpedia.org/resource/Elvis_Presley"
"15112","Give me the birthdays of all actors of the television show Charmed. ?","http://dbpedia.org/resource/Charmed"
"15113","How many employees does IBM have ?","http://dbpedia.org/resource/IBM"
"15114","Which states border Illinois ?",""
"15115","In which country is the Limerick Lake ?","http://dbpedia.org/resource/Limerick_Lake"
"15116","Which television shows were created by John Cleese ?","http://dbpedia.org/resource/John_Clese"
"15117","Which mountain is the highest after the Annapurna ?","http://dbpedia.org/resource/Anapurna"
"15118","In which films directed by Garry Marshall was Julia Roberts starring ?","http://dbpedia.org/resource/Julia_Roberts,http://dbpedia.org/resource/Gary_Marshal"
"15119","Which bridges are of the same type as the Manhattan Bridge ?",""
"15120","Was U.S. president Jackson involved in a war ?","http://dbpedia.org/resource/Andrew_Jackson"
"15121","Give me all communist countries. ?",""
"15122","Which awards did Douglas Hofstadter win ?","http://dbpedia.org/resource/Douglas_Hofstadter"
"15123","Who is the daughter of Robert Kennedy married to ?","http://dbpedia.org/resource/Robert_F._Kenedy"
"15124","Which U.S. state has the highest population density ?",""
"15125","What is the currency of the Czech Republic ?","http://dbpedia.org/resource/Czech_Republic"
"15126","Which countries adopted the Euro ?",""
"15127","What is the area code of Berlin ?","http://dbpedia.org/resource/Berlin"
"15128","Which countries have more than two official languages ?",""
"15129","Who is the owner of Rolls-Royce ?","http://dbpedia.org/resource/Rols-Royce_Motors"
"15130","Through which countries does the Yenisei river flow ?","http://dbpedia.org/resource/Yenisei"
"15131","When did Latvia join the EU ?",""
"15132","Which monarchs were married to a German ?","http://dbpedia.org/resource/Germany.,http://dbpedia.org/resource/Germany."
"15133","When was the Battle of Gettysburg ?","http://dbpedia.org/resource/Batle_of_Getysburg"
"15134","Which river does the Brooklyn Bridge cross ?","http://dbpedia.org/resource/Broklyn_Bridge"
"15135","What is the highest mountain in Australia ?","http://dbpedia.org/resource/Australia"
"15136","Give me all soccer clubs in Spain. ?",""
"15137","What is the official language of Suriname ?","http://dbpedia.org/resource/Suriname"
"15138","Who is the mayor of Tel Aviv ?","http://dbpedia.org/resource/Tel_Aviv"
"15139","Who designed the Brooklyn Bridge ?","http://dbpedia.org/resource/Broklyn_Bridge"
"15140","Which telecommunications organizations are located in Belgium ?",""
"15141","Is Frank Herbert still alive ?","http://dbpedia.org/resource/Frank_Herbert"
"15142","What is the highest place of the Urals ?",""
"15143","Who is the editor of Forbes ?","http://dbpedia.org/resource/Forbes"
"15144","Give me all companies in the advertising industry. ?",""
"15145","How many countries are there in Europe ?",""
"15146","What did Bruce Carver die from ?","http://dbpedia.org/resource/Bruce_Carver"
"15147","Give me all libraries established earlier than 1400. ?",""
"15148","Which presidents were born in 1945 ?",""
"15149","Give me all federal chancellors of Germany. ?","http://dbpedia.org/resource/Chancelor_of_Germany"
"15150","Who was the wife of U.S. president Lincoln ?","http://dbpedia.org/resource/Abraham_Lincoln"
"15151","Who developed the video game World of Warcraft ?","http://dbpedia.org/resource/World_of_Warcraft"
"15152","What is the official website of Tom Cruise ?",""
"15153","List all episodes of the first season of the HBO television series The Sopranos. ?","http://dbpedia.org/resource/The_Sopranos"
"15154","Who produced the most films ?",""
"15155","Give me all people with first name Jimmy. ?",""
"15156","In which city did John F. Kennedy die ?","http://dbpedia.org/resource/John_F._Kenedy"
"15157","Is there a video game called Battle Chess ?",""
"15158","Which mountains are higher than the Nanga Parbat ?",""
"15159","Who created Wikipedia ?","http://dbpedia.org/resource/Wikipedia"
"15160","Give me all actors starring in Last Action Hero. ?","http://dbpedia.org/resource/Last_Action_Hero"
"15161","Which software has been developed by organizations founded in California ?","http://dbpedia.org/resource/California"
"15162","Which companies work in the aerospace industry as well as in medicine ?",""
"15163","Is Christian Bale starring in Velvet Goldmine ?","http://dbpedia.org/resource/Velvet_Goldmine,http://dbpedia.org/resource/Christian_Bale"
"15164","Give me the websites of companies with more than 500000 employees. ?",""
"15165","Which actors were born in Germany ?","http://dbpedia.org/resource/Germany,http://dbpedia.org/resource/Germany"
"15166","Which caves have more than 3 entrances ?",""
"15167","Was the wife of president Lincoln called Mary ?","http://dbpedia.org/resource/Abraham_Lincoln"
"15168","Give me all films produced by Hal Roach. ?","http://dbpedia.org/resource/Hal_Roach"
"15169","Give me all video games published by Mean Hamster Software. ?",""
"15170","Which languages are spoken in Estonia ?","http://dbpedia.org/resource/Estonia"
"15171","How many Aldi stores are there ?","http://dbpedia.org/resource/Aldi"
"15172","Which capitals in Europe were host cities of the summer olympic games ?",""
"15173","Who was the 16th president of the United States ?",""
"15174","How many films did Hal Roach produce ?","http://dbpedia.org/resource/Hal_Roach"
"15175","Which music albums contain the song Last Christmas ?",""
"15176","Give me all books written by Danielle Steel. ?","http://dbpedia.org/resource/Daniele_Stel"
"15177","Which airports are located in California, USA ?","http://dbpedia.org/resource/California,http://dbpedia.org/resource/California,http://dbpedia.org/resource/California,http://dbpedia.org/resource/California"
"15178","Which states of Germany are governed by the Social Democratic Party ?",""
"15179","Give me all Canadian Grunge record labels. ?","http://dbpedia.org/resource/Grunge,http://dbpedia.org/resource/Canada"
"15180","Which country has the most official languages ?",""
"15181","In which programming language is GIMP written ?","http://dbpedia.org/resource/GIMP"
"15182","Who produced films starring Natalie Portman ?","http://dbpedia.org/resource/Natalie_Portman"
"15183","Give me all movies with Tom Cruise. ?","http://dbpedia.org/resource/Tom_Cruise"
"15184","In which films did Julia Roberts as well as Richard Gere play ?","http://dbpedia.org/resource/Julia_Roberts,http://dbpedia.org/resource/Richard_Gere.}"
"15185","Give me all female given names. ?",""
"15186","Who wrote the book The Pillars of the Earth ?","http://dbpedia.org/resource/The_Pilars_of_the_Earth"
"15187","How many films did Leonardo DiCaprio star in ?","http://dbpedia.org/resource/Leonardo_DiCaprio"
"15188","Give me all soccer clubs in the Premier League. ?","http://dbpedia.org/resource/Premier_League"
"15189","In which U.S. state is Mount McKinley located ?",""
"15190","When was Capcom founded ?","http://dbpedia.org/resource/Capcom"
"15191","Which organizations were founded in 1930 ?",""
"15192","What is the highest mountain ?",""
"15193","Was Natalie Portman born in the United States ?","http://dbpedia.org/resource/Natalie_Portman,http://dbpedia.org/resource/United_States,http://dbpedia.org/resource/Natalie_Portman,http://dbpedia.org/resource/United_States"
"15194","Which budget did the first movie of Zdenek Sverak have ?",""
"15195","How many big fires struck Paris during the Middle Ages ?",""
"15196","Is Pamela Anderson a vegan ?",""
"15197","How often was Michael Jordan divorced ?",""
"15198","What is the most beautiful painting ?",""
"15199","Give me all animal species that live in the Amazon rainforest. ?",""
"15200","How many inhabitants does the largest city in Canada have ?","http://dbpedia.org/resource/Canada"
"15201","In which studio did the Beatles record their first album ?",""
"15202","Who was the first to climb Mount Everest ?","http://dbpedia.org/resource/Mount_Everest"
"15203","How many programming languages are there ?",""
"15204","What is the official color of the University of Oxford ?","http://dbpedia.org/resource/University_of_Oxford"
"15205","How many gold medals did Michael Phelps win at the 2008 Olympics ?",""
"15206","To which artistic movement did the painter of The Three Dancers belong ?","http://dbpedia.org/resource/The_Thre_Dancers"
"15207","Give me all animals that are extinct. ?",""
"15208","Does Abraham Lincoln's death place have a website ?","http://dbpedia.org/resource/Abraham_Lincoln"
"15209","How deep is Lake Placid ?",""
"15210","Give me the grandchildren of Bruce Lee. ?","http://dbpedia.org/resource/Bruce_Le"
"15211","Who is the youngest Darts player ?",""
"15212","Where was Bach born ?","http://dbpedia.org/resource/Johan_Sebastian_Bach"
"15213","In which countries can you pay using the West African CFA franc ?","http://dbpedia.org/resource/West_African_CFA_franc"
"15214","What are the top-10 action role-playing video games according to IGN ?",""
"15215","What is the most frequent cause of death ?",""
"15216","Does the Isar flow into a lake ?","http://dbpedia.org/resource/Isar"
"15217","Give me all films produced by Steven Spielberg with a budget of at least $80 million. ?","http://dbpedia.org/resource/Steven_Spielberg"
"15218","Give me all writers that won the Nobel Prize in literature. ?","http://dbpedia.org/resource/Nobel_Prize_in_Literature"
"15219","Give me all taikonauts. ?","http://dbpedia.org/resource/China"
"15220","How many pages does War and Peace have ?","http://dbpedia.org/resource/War_and_Peace"
"15221","What is the bridge with the longest span ?",""
"15222","Give me all actors called Baldwin. ?",""
"15223","Who is the tallest player of the Atlanta Falcons ?","http://dbpedia.org/resource/Atlanta_Falcons"
"15224","Which rivers flow into a German lake ?","http://dbpedia.org/resource/Germany"
"15225","How many James Bond movies are there ?",""
"15226","Which rockets were launched from Baikonur ?","http://dbpedia.org/resource/Baikonur_Cosmodrome"
"15227","Which pope succeeded John Paul II ?","http://dbpedia.org/resource/Pope_John_Paul_I"
"15228","Give me all Dutch parties. ?","http://dbpedia.org/resource/Netherlands"
"15229","When is Halloween ?",""
"15230","Give me all Swedish oceanographers. ?","http://dbpedia.org/resource/Oceanography,http://dbpedia.org/resource/Sweden"
"15231","Give me all actors who were born in Berlin. ?","http://dbpedia.org/resource/Berlin"
"15232","What was the last movie with Alec Guinness ?","http://dbpedia.org/resource/Alec_Guines"
"15233","Which poet wrote the most books ?","http://dbpedia.org/resource/Poet"
"15234","How many languages are spoken in Colombia ?","http://dbpedia.org/resource/Colombia"
"15235","What does IYCM stand for ?",""
"15236","What was Brazil's lowest rank in the FIFA World Ranking ?",""
"15237","Give me the capitals of all countries that the Himalayas run through. ?",""
"15238","Which actor played Chewbacca ?",""
"15239","Which ingredients do I need for carrot cake ?","http://dbpedia.org/resource/Carot_cake"
"15240","Is Cola a beverage ?","http://dbpedia.org/resource/Cola"
"15241","Who has Tom Cruise been married to ?","http://dbpedia.org/resource/Tom_Cruise.}"
"15242","Which of Tim Burton's films had the highest budget ?","http://dbpedia.org/resource/Tim_Burton"
"15243","How heavy is Jupiter's lightest moon ?",""
"15244","Which actor was casted in the most movies ?",""
"15245","Is James Bond married ?","http://dbpedia.org/resource/James_Bond"
"15246","Give me all Australian metalcore bands. ?","http://dbpedia.org/resource/Metalcore,http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia"
"15247","Give me all actors who were born in Paris after 1950. ?","http://dbpedia.org/resource/Paris"
"15248","When was Carlo Giuliani shot ?",""
"15249","Who are the four youngest MVP basketball players ?",""
"15250","Which companies have more than 1 million employees ?",""
"15251","Give all swimmers that were born in Moscow. ?","http://dbpedia.org/resource/Moscow"
"15252","Who was called Rodzilla ?",""
"15253","Show me the book that Muhammad Ali wrote. ?","http://dbpedia.org/resource/Muhamad_Ali"
"15254","How many museums does Paris have ?","http://dbpedia.org/resource/Paris"
"15255","Which city has the most inhabitants ?",""
"15256","Which city has the least inhabitants ?",""
"15257","Give me all the TV shows with Neil Patrick Harris. ?","http://dbpedia.org/resource/Neil_Patrick_Haris"
"15258","Who wrote The Hunger Games ?","http://dbpedia.org/resource/The_Hunger_Games"
"15259","Show a list of soccer clubs that play in the Bundesliga. ?","http://dbpedia.org/resource/Bundesliga"
"15260","What country is Mount Everest in ?",""
"15261","Who is the founder of Penguin Books ?","http://dbpedia.org/resource/Penguin_Boks"
"15262","Which programming languages influenced Javascript ?","http://dbpedia.org/resource/JavaScript"
"15263","Did Che Guevara have children ?","http://dbpedia.org/resource/Che_Guevara"
"15264","List all the musicals with music by Elton John. ?","http://dbpedia.org/resource/Elton_John"
"15265","Show me all the breweries in Australia. ?","http://dbpedia.org/resource/Australia,http://dbpedia.org/resource/Australia"
"15266","When was the Titanic completed ?","http://dbpedia.org/resource/RMS_Titanic"
"15267","How much did Pulp Fiction cost ?","http://dbpedia.org/resource/Pulp_Fiction"
"15268","How many airlines are there ?",""
"15269","Who played Agent Smith in Matrix ?",""
"15270","How much carbs does peanut butter have ?",""
"15271","Which book has the most pages ?",""
"15272","Which bridges cross the Seine ?","http://dbpedia.org/resource/Seine"
"15273","Who is the mayor of the capital of French Polynesia ?","http://dbpedia.org/resource/French_Polynesia"
"15274","When did Dracula's creator die ?","http://dbpedia.org/resource/Count_Dracula"
"15275","What is the location of the Houses of Parliament ?","http://dbpedia.org/resource/Palace_of_Westminster"
"15276","Show me all English Gothic buildings in Kent. ?","http://dbpedia.org/resource/English_Gothic_architecture,http://dbpedia.org/resource/Kent"
"15277","Who was the pope that founded the Vatican Television ?","http://dbpedia.org/resource/Vatican_Television_Center"
"15278","What airlines are part of the SkyTeam alliance ?",""
"15279","What is the total population of Melbourne, Florida ?",""
"15280","Which airports does Air China serve ?","http://dbpedia.org/resource/Air_China"
"15281","In which year was Rachel Stevens born ?","http://dbpedia.org/resource/Rachel_Stevens"
"15282","Where was JFK assassinated ?","http://dbpedia.org/resource/John_F._Kenedy"
"15283","How many politicians graduated from Columbia University ?","http://dbpedia.org/resource/Politician,http://dbpedia.org/resource/Columbia_University"
"15284","Which scientist is known for the Manhattan Project and the Nobel Peace Prize ?","http://dbpedia.org/resource/Manhatan_Project,http://dbpedia.org/resource/Nobel_Peace_Prize"
"15285","What is the highest volcano in Africa ?",""
"15286","Which beer originated in Ireland ?",""
"15287","What are the specialities of the UNC Health Care ?",""
"15288","Who is the owner of Facebook ?","http://dbpedia.org/resource/Facebok"
"15289","From which region is the Melon de Bourgogne ?","http://dbpedia.org/resource/Melon_de_Bourgogne"
"15290","Who was influenced by Socrates ?","http://dbpedia.org/resource/Socrates"
"15291","Who was president of Pakistan in 1978 ?",""
"15292","Give me English actors starring in Lovesick. ?",""
"15293","Give me all types of eating disorders. ?",""
"15294","Who was married to president Chirac ?","http://dbpedia.org/resource/Jacques_Chirac"
"15295","What is the largest metropolitan area in Washington state ?",""
"15296","Where in France is sparkling wine produced ?","http://dbpedia.org/resource/Sparkling_wine,http://dbpedia.org/resource/France"
"15297","Where did Hillel Slovak die ?","http://dbpedia.org/resource/Hilel_Slovak"
"15298","What is the timezone in San Pedro de Atacama ?","http://dbpedia.org/resource/San_Pedro_de_Atacama"
"15299","In which city does the Chile Route 68 end ?","http://dbpedia.org/resource/Chile_Route_68"
"15300","Who was vice president under the president who authorized atomic weapons against Japan during World War II ?",""
"15301","In which town was the assassin of Martin Luther King born ?",""
"15302","Which anti-apartheid activist was born in Mvezo ?",""
"15303","How many Golden Globe awards did the daughter of Henry Fonda win ?",""
"15304","Which recipients of the Victoria Cross died in the Battle of Arnhem ?",""
"15305","Where did the first man in space die ?",""
"15306","How old was Steve Jobs' sister when she first met him ?",""
"15307","Which members of the Wu-Tang Clan took their stage name from a movie ?",""
"15308","Which writers had influenced the philosopher that refused a Nobel Prize ?",""
"15309","Under which king did the British prime minister that signed the Munich agreement serve ?",""
"15310","Who composed the music for the film that depicts the early life of Jane Austin ?",""
"15311","Who succeeded the pope that reigned only 33 days ?",""
"15312","On which island did the national poet of Greece die ?",""
"15313","Which horses did The Long Fellow ride ?",""
"15314","Of the people that died of radiation in Los Alamos, whose death was an accident ?",""
"15315","Which building owned by the Bank of America was featured in the TV series MegaStructures ?",""
"15316","Which buildings in art deco style did Shreve, Lamb and Harmon design ?",""
"15317","Which birds are protected under the National Parks and Wildlife Act ?",""
"15318","Which country did the first known photographer of snowflakes come from ?",""
"15319","List all the battles commanded by the lover of Cleopatra. ?",""
"15320","Are the Rosetta Stone and the Gayer-Andersen cat exhibited in the same museum ?",""
"15321","Which actress starring in the TV series Friends owns the production company Coquette Productions ?",""
"15322","Gaborone is the capital of which country member of the African Union ?",""
"15323","When was the composer of the opera Madame Butterfly born ?",""
"15324","Which street basketball player was diagnosed with Sarcoidosis ?",""
"15325","For which movie did the daughter of Francis Ford Coppola receive an Oscar ?",""
"15326","Which city does the first person to climb all 14 eight-thousanders come from ?",""
"15327","At which college did the only American actor that received the César Award study ?",""
"15328","Did Napoleon's first wife die in France ?",""
"15329","How old is James Bond in the latest Bond book by William Boyd ?",""
"15330","What eating disorder is characterized by an appetite for substances such as clay and sand ?",""
"15331","What is the native city of Hollywood's highest-paid actress ?",""
"15332","In which city does the former main presenter of the Xposé girls live ?",""
"15333","Who plays Phileas Fogg in the adaptation of Around the World in 80 Days directed by Buzz Kulik ?",""
"15334","Who is the front man of the band that wrote Coffee & TV ?",""
"15335","Which Chinese-speaking country is a former Portguese colony ?",""
"15336","What is the largest city in the county in which Faulkner spent most of his life ?",""
"15337","In which year did the Hungarian-American actor called ""The King of Horror"" make his first film ?",""
"15338","Under which pseudonym did Charles Dickens publish some of his books ?",""
"15339","A landmark of which city is the home of the Mona Lisa ?",""
